Group	Username	Timestamp	Message
69d6eace778438310a31d002	usuario139	2026-4-8 21:0:23	clair help me
69d6eace778438310a31d002	usuario37	2026-4-8 21:0:24	clair, conte de 10 a 50
69d6eace778438310a31d002	Clair	2026-4-8 21:0:26	Que tipo de ajuda você precisa? Por favor, tente perguntar ao seu colega.
69d6eace778438310a31d002	usuario37	2026-4-8 21:0:40	ela so fala isso
69d6eace778438310a31d002	usario140	2026-4-8 21:0:48	usuario37 pra que serve o suco itestinal
69d6eace778438310a31d002	usuario37	2026-4-8 21:0:57	acho que devemos responder a atividade "Por que você acha que dividir a comida em pedaços pequenos é bom para a digestão?"
69d6eace778438310a31d002	Clair	2026-4-8 21:1:0	Usuario139, você concorda ou discorda com seu parceiro?
69d6eace778438310a31d002	usuario139	2026-4-8 21:1:9	concordo
69d6eace778438310a31d002	usuario139	2026-4-8 21:1:43	eu acho que o alimento entra na boca e é dividido em pedaços menores pela mastigação
69d6eace778438310a31d002	usuario37	2026-4-8 21:1:56	concordo
69d6eace778438310a31d002	usuario37	2026-4-8 21:2:3	pra engolir mais facil
69d6eace778438310a31d002	usario140	2026-4-8 21:2:14	lá ele clair
69d6eace778438310a31d002	usuario37	2026-4-8 21:2:25	KKKKKKKKKKK
69d6eace778438310a31d002	usuario37	2026-4-8 21:3:9	meu lanchinho, meu lanchinho
69d6eace778438310a31d002	usuario37	2026-4-8 21:3:10	vou comer
69d6eace778438310a31d002	usuario37	2026-4-8 21:3:15	vou comer
69d6eace778438310a31d002	usario140	2026-4-8 21:3:28	o que são as glândulas?
69d6eace778438310a31d002	usuario37	2026-4-8 21:4:3	que glandula?
69d6eace778438310a31d002	usuario192	2026-4-8 21:4:18	responde, clair
69d6eace778438310a31d002	usuario37	2026-4-8 21:4:37	acho que devemos começar a frase com "eu acho"
69d6eace778438310a31d002	usario140	2026-4-8 21:4:56	bora tentar fazer o "mastigando a comida"
69d6eace778438310a31d002	usuario37	2026-4-8 21:5:4	simbora
69d6eace778438310a31d002	usuario192	2026-4-8 21:5:27	let's
69d6eace778438310a31d002	usuario37	2026-4-8 21:5:37	acho que mastigamos a comida depois de cortar em pedaços
69d6eace778438310a31d002	Clair	2026-4-8 21:5:40	Usuario192, você gostaria de acrescentar algo ao que seu parceiro acabou de dizer?
69d6eace778438310a31d002	usuario37	2026-4-8 21:5:52	agora ela aparece?!
69d6eace778438310a31d002	usario140	2026-4-8 21:6:14	acho que é para facilitar a conversão do alimento em nutrientes
69d6eace778438310a31d002	usario140	2026-4-8 21:6:33	né não clair
69d6eace778438310a31d002	usuario192	2026-4-8 21:6:45	para auxiliar no processo digestivo e na passagem do alimento
69d6eace778438310a31d002	usuario192	2026-4-8 21:7:1	tá certo, clair?
69d6eace778438310a31d002	usuario37	2026-4-8 21:7:17	entao vamo colocar no texto
69d6eace778438310a31d002	usuario37	2026-4-8 21:8:22	coloquei la
69d6eace778438310a31d002	usuario37	2026-4-8 21:8:28	BR BR BR hue hue hue
69d6eace778438310a31d002	usuario139	2026-4-8 21:9:22	⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⢀⣠⣤⡶⠶⠿⠿⠶⢶⣤⣄⠀⠀⠀⠀⢀⣀⣠⣤⣤⣤⣀⡀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀ ⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⢀⣤⣾⠟⠉⠀⠀⠀⠀⠀⠀⠀⠈⠛⢿⣦⣶⠿⠛⠉⠉⠁⠀⠈⠙⠻⣦⡀⠀⠀⠀⠀⠀⠀⠀⠀ ⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⣰⡿⠋⠀⠀⠀⣀⣠⣤⣤⣤⣤⣤⣤⣀⡀⠹⣧⠀⠀⠀⠀⠀⠀⠀⠀⠀⠈⢿⡄⠀⠀⠀⠀⠀⠀⠀ ⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⣰⡿⠁⠀⠀⣶⡿⠛⠉⠀⠀⠀⠀⠀⠈⠉⠻⢷⣿⣧⣶⣶⠶⠿⠿⠿⠿⠷⣶⣾⣷⣄⡀⠀⠀⠀⠀⠀ ⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⣰⡿⠀⠀⠀⠀⠁⠀⠀⠀⠀⢀⣠⣤⣶⠶⢾⣿⣿⡿⠿⣶⣄⠀⠀⢴⡶⠶⡶⣷⣾⢿⠿⠿⠷⣦⣄⠀⠀ ⠀⠀⠀⠀⠀⠀⠀⠀⣀⣴⡟⠀⠀⠀⠀⠀⠀⣀⣤⣶⠾⣻⣭⣷⠾⠛⠛⠋⠛⠛⠛⠻⢿⣷⣤⣶⣷⠶⠿⡛⣛⢛⠛⠛⠿⣶⣿⡆⠀ ⠀⠀⠀⠀⠀⢀⣴⡾⠛⠁⠀⠀⠀⠀⠀⢠⣴⣿⣭⡶⠟⠋⠉⠀⣀⣠⣤⣶⣶⠾⠿⠛⠻⢿⣧⣤⣴⡶⠿⢿⣿⣿⣿⣟⠛⠷⠿⣿⡆ ⠀⠀⠀⠀⠀⣼⠟⠀⠀⠀⠀⠀⠀⠀⠀⠙⠷⠾⣷⣶⣶⡶⠾⠛⢻⣿⣏⣻⡿⠻⣦⡀⢀⣼⠏⠁⠀⠀⢠⣿⣧⣼⠛⣿⣷⠀⢀⣼⡇ ⠀⠀⠀⢀⣾⠏⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠸⣯⣛⡷⣦⣤⣾⣿⣯⣽⣷⣴⣿⡷⣟⣿⠷⠶⣶⣤⣾⣿⣦⣿⣶⣿⣿⣿⣿⠏⠀ ⠀⠀⣠⣿⠃⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠈⠉⠛⠻⠶⠿⠿⠿⠷⢾⣿⣿⠟⠋⠁⣤⡀⠀⠀⠀⠀⠀⠀⢀⣠⣼⠟⠀⠀⠀ ⠀⢠⡿⠁⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⣀⣠⣤⡶⠿⠋⠁⠀⠀⠀⠛⠻⢶⣶⡶⠶⠶⠿⣿⡏⠁⠀⠀⠀⠀ ⢠⣿⠁⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠛⠉⠁⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠙⠿⠀⠀⠀⠈⢿⣦⠀⠀⠀⠀ ⢸⡇⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⢹⣧⠀⠀⠀ ⠸⣷⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⣠⣶⠶⡿⠛⠛⠻⠿⠶⢶⣦⣤⣤⣀⣀⡀⠀⠀⠀⠀⠀⣀⣀⣀⣀⣤⣤⣶⠶⠟⠻⣧⠀⠀ ⠀⢻⣇⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⢼⡟⠀⠰⡶⢶⣶⣶⣤⣤⣤⣀⣀⠉⠙⠛⠛⠛⠛⠛⠛⠛⠛⠛⠛⠉⠉⠀⠀⢀⣀⣴⡟⠀⠀ ⠀⠈⢿⣆⠀⠀⠀⠀⠀⠀⠀⠀⠀⣴⠘⢿⣤⣀⣥⣤⣴⣦⣤⣬⣉⣉⣛⠛⠛⠿⠷⠶⠶⠶⠶⠶⠶⠶⠶⠶⠾⠟⠛⢻⣿⠁⠀⠀⠀ ⠀⠀⠈⠻⣧⣄⠀⠀⠀⠀⠀⠀⠀⠻⣷⣤⣉⡉⠁⠀⠀⠀⠀⠈⠉⠛⠛⠻⠿⠿⠶⢶⣶⣶⣶⣦⣤⣤⣤⣄⣠⣤⣴⡾⠋⠀⠀⠀⠀ ⠀⠀⠀⠀⠘⢿⣷⣦⣤⣀⡀⠀⠀⠀⠀⠉⠉⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⣈⣽⠟⠋⠀⠀⠀⠀⠀⠀⠀⠀ ⠀⠀⠀⠀⠀⠀⠉⠛⠿⣿⣿⣿⡷⣶⣦⣤⣄⣀⣀⣀⣀⣀⣀⣀⣀⣀⣀⣀⣀⣀⣀⣠⣤⣴⣶⡾⠿⠋⠁⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀ ⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠈⠉⠙⠛⠷⠾⢯⣭⣭⣭⣭⣉⣉⣉⣉⣉⣉⣉⣩⣭⣽⡿⠟⠁⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀ ⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠉⠉⠉⠉⠉⠉⠉⠉⠉⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀
69d6eace778438310a31d002	usuario192	2026-4-8 21:9:32	concordo
69d6eace778438310a31d002	usuario37	2026-4-8 21:9:41	KKKKKKKKK
69d6eace778438310a31d002	Clair	2026-4-8 21:9:44	Esta conversa é interessante. Algum de vocês seria capaz de fazer um breve resumo do que foi abordado até agora?
69d6eace778438310a31d002	usuario37	2026-4-8 21:9:56	clair eu quero injustiça
69d6eace778438310a31d002	usuario139	2026-4-8 21:10:15	clair eu não estou entendendo nada desse assunto
69d6eace778438310a31d002	usuario37	2026-4-8 21:11:4	nao da pra colar imagem T_T
69d6eace778438310a31d002	usuario139	2026-4-8 21:11:33	clair 😎😎😎
69d6eace778438310a31d002	Clair	2026-4-8 21:11:35	Sim, ainda estou aqui.
69d6eace778438310a31d002	usuario37	2026-4-8 21:11:40	é pra pensar o que na atividade " O que voce pensa?
69d6eace778438310a31d002	usuario37	2026-4-8 21:12:40	Clair, eu sempre estive sozinho Eu nunca me importei até lhe conhecer E agora você me escolhe Como deixá-lo sozinho? Como deixá-lo sozinho?
69d6eace778438310a31d002	usuario37	2026-4-8 21:14:23	Você não sabe o quanto eu quis Te abraçar, tocar seus lábios Beijar, amar você Não sabe o quanto eu esperei Dormir com você hoje à noite
69d6eace778438310a31d002	usuario37	2026-4-8 21:14:51	Clair, você já ouviu "Hoje à Noite " da banda calcinha preta?
69d6eace778438310a31d002	usuario37	2026-4-8 21:15:17	Oxi.... do nada mais 2 usuarios?
69d6eace778438310a31d002	usuario139	2026-4-8 21:15:30	aqui tá normal
69d6eace778438310a31d002	usuario37	2026-4-8 21:15:31	tem o 192 e o 139
69d6eace778438310a31d002	usuario37	2026-4-8 21:15:46	tava só eu e o 140
69d6eace778438310a31d002	usuario192	2026-4-8 21:16:53	e entao
69d6eace778438310a31d002	usuario37	2026-4-8 21:17:22	gente... tem gif na ultima atividade
69d6eace778438310a31d002	usuario37	2026-4-8 21:17:24	achei tendencia
69d6eace778438310a31d002	usuario37	2026-4-8 21:17:28	achei xik
69d6eace778438310a31d002	usuario37	2026-4-8 21:17:46	achei inovador
69d6eace778438310a31d002	usuario37	2026-4-8 21:18:13	aperta na setinha azul embaixo
69d6eace778438310a31d002	usuario37	2026-4-8 21:18:15	que anima
69d6eace778438310a31d002	usuario37	2026-4-8 21:19:29	acho que starch é Amido
69d6eace778438310a31d002	usario140	2026-4-8 21:19:53	concorda clair?
69d6eace778438310a31d002	usuario192	2026-4-8 21:19:56	entendi foi nada
69d6eace778438310a31d002	usario140	2026-4-8 21:20:7	ajuda ai clair
69d6eace778438310a31d002	usuario192	2026-4-8 21:20:16	trabalha, clair
69d6eace778438310a31d002	usuario37	2026-4-8 21:20:32	eu nao sei fazer qimica
69d6eace778438310a31d002	usuario192	2026-4-8 21:22:4	faltou na aula de breaking bad
69d6eace778438310a31d002	usuario37	2026-4-8 21:23:16	eu li o texto
69d6eace778438310a31d002	usuario37	2026-4-8 21:23:17	O JKJ, ou iodeto de potássio e iodo, é o indicador de amido. Quando o amido entra em contato com o JKJ, a solução amarelada muda de cor para preto-azulado.
69d6eace778438310a31d002	usario140	2026-4-8 21:23:23	o JKJ é o ICI?
69d6eace778438310a31d002	usuario37	2026-4-8 21:23:36	entao o preto quer dizer que tem amido
69d6eace778438310a31d002	usuario37	2026-4-8 21:23:37	muito
69d6eace778438310a31d002	usuario37	2026-4-8 21:24:5	e se ficar amarelo
69d6eace778438310a31d002	usuario37	2026-4-8 21:24:11	tem pouco
69d6eace778438310a31d002	usario140	2026-4-8 21:24:29	ficou amarelo no segundo
69d6eace778438310a31d002	usario140	2026-4-8 21:24:31	entao tem mais ou menos
69d6eace778438310a31d002	usario140	2026-4-8 21:24:32	?
69d6eace778438310a31d002	usuario37	2026-4-8 21:24:42	amarelo tem -
69d6eace778438310a31d002	usuario37	2026-4-8 21:24:44	preto tem +
69d6eace778438310a31d002	usuario37	2026-4-8 21:24:59	o terceiro ficou da mesma cor
69d6eace778438310a31d002	usuario37	2026-4-8 21:25:3	entao nao tem nada
69d6eace778438310a31d002	usario140	2026-4-8 21:25:9	eh pq n rodou
69d6eace778438310a31d002	usario140	2026-4-8 21:25:13	o tmepo
69d6eace778438310a31d002	usario140	2026-4-8 21:25:14	calma
69d6eace778438310a31d002	usuario37	2026-4-8 21:25:15	vixi
69d6eace778438310a31d002	usario140	2026-4-8 21:25:27	adicionar o amido a gora
69d6eace778438310a31d002	usuario37	2026-4-8 21:25:29	tenho ansiedade precoce
69d6eace778438310a31d002	usuario37	2026-4-8 21:25:33	desenvolvi com 3 anos
69d6eace778438310a31d002	usario140	2026-4-8 21:25:41	balançou
69d6eace778438310a31d002	usario140	2026-4-8 21:25:46	colocou
69d6eace778438310a31d002	usuario37	2026-4-8 21:25:48	tiraram uma banana da minha mao
69d6eace778438310a31d002	usario140	2026-4-8 21:26:2	o amarelo do segundo ta mais escuro q o 3
69d6eace778438310a31d002	usario140	2026-4-8 21:26:14	n signfica que tem mais amido que o 3?
69d6eace778438310a31d002	usuario192	2026-4-8 21:26:29	entao o 4 vai ser mais claro
69d6eace778438310a31d002	usuario37	2026-4-8 21:26:48	n signfica que tem mais amido que o 3? sim
69d6eace778438310a31d002	usuario37	2026-4-8 21:26:56	mas so tem 3 opções
69d6eace778438310a31d002	usuario37	2026-4-8 21:27:1	muito, pouco e nenhum
69d6eace778438310a31d002	usario140	2026-4-8 21:27:38	eh isso
69d6eace778438310a31d002	usuario192	2026-4-8 21:27:51	show
69d6eace778438310a31d002	usuario139	2026-4-8 21:27:52	caraca, agora que eu vi que tem essa tabela kkkkkkkkkk
69d6eace778438310a31d002	usuario139	2026-4-8 21:27:58	eu pensei que era só ver as animaçãozinha
69d6eace778438310a31d002	usuario37	2026-4-8 21:27:58	Clair, acabamos
69d6eace778438310a31d002	usario140	2026-4-8 21:28:8	clair tá pago
69d6eace778438310a31d002	usuario37	2026-4-8 21:28:27	Sim, ainda estou aqui.
69d6eace778438310a31d002	usuario139	2026-4-8 21:28:36	finished
69d6eace778438310a31d002	usuario192	2026-4-8 21:28:47	Esta conversa é interessante. Algum de vocês seria capaz de fazer um breve resumo do que foi abordado até agora?
69d6eace778438310a31d002	usario140	2026-4-8 21:29:7	puts o usuario192 incorporou a Clair
69d6eace778438310a31d002	usuario37	2026-4-8 21:29:12	Que tipo de ajuda você precisa? Por favor, tente perguntar ao seu colega.
69d6eace778438310a31d008	usuario042	2026-4-8 20:56:8	opa
69d6eace778438310a31d008	usuario777	2026-4-8 20:56:16	opa
69d6eace778438310a31d008	usuario042	2026-4-8 20:57:59	tem que ler o tópico primeiro ou pode pular direto pra atividade?
69d6eace778438310a31d008	Clair	2026-4-8 20:58:3	Olá a todos, meu nome é Clair. De vez em quando, vou fazer algumas perguntas para facilitar a discussão.
69d6eace778438310a31d008	usuario777	2026-4-8 20:59:35	faz uma pergunta aí Clair
69d6eace778438310a31d008	usuario042	2026-4-8 21:2:13	respondi a aba de sistema digestivo
69d6eace778438310a31d008	usuario042	2026-4-8 21:4:3	Por que você acha que dividir a comida em pedaços pequenos é bom para a digestão?
69d6eace778438310a31d008	usuario777	2026-4-8 21:5:17	Porque 'aumenta' o contato da comida com a parede do estômago, algo assim
69d6eace778438310a31d008	Clair	2026-4-8 21:5:20	Usuario777, você poderia elaborar mais sobre isso?
69d6eace778438310a31d008	usuario042	2026-4-8 21:5:47	Acho que facilita a conversão de nutrientes
69d6eace778438310a31d008	usuario777	2026-4-8 21:6:8	respondi o ultimo
69d6eace778438310a31d008	usuario777	2026-4-8 21:6:9	do experimetno
69d6eace778438310a31d008	usuario777	2026-4-8 21:6:15	experimento*
69d6eace778438310a31d008	usuario042	2026-4-8 21:10:35	Acreditamos que facilita a conversão de nutrientes assumindo que quanto por ser em pedaços menores, o organismo demoraria menos tempo pra assimilar e fazer a digestão.
69d6eace778438310a31d008	Clair	2026-4-8 21:10:39	Usuario777, você poderia colocar em outras palavras o que seu parceiro acabou de dizer?
69d6eace778438310a31d008	usuario042	2026-4-8 21:14:49	Clair, como as enzimas funcionam
69d6eace778438310a31d008	usuario042	2026-4-8 21:15:48	?
69d6eace778438310a31d008	usuario777	2026-4-8 21:16:59	Acho que ela não interage dessa forma
69d6eace778438310a31d008	usuario777	2026-4-8 21:17:51	A partícula da substância que é digerida combina exatamente com a forma da enzima?
69d6eace778438310a31d008	usuario042	2026-4-8 21:19:28	acho que tem enzimas especificas para absorver nutrientes especificos
69d6eace778438310a31d008	Clair	2026-4-8 21:19:32	Usuario777, você gostaria de acrescentar algo ao que seu parceiro acabou de dizer?
69d6eace778438310a31d008	usuario042	2026-4-8 21:20:0	tem um encaixe especifico de cada nutriente pra cada tipo de enzima
69d6eace778438310a31d008	usuario777	2026-4-8 21:20:14	não, concordo!
69d6eace778438310a31d008	usuario042	2026-4-8 21:28:8	Vocês entenderam essa parte de misturar a saliva com amido?
69d6eace778438310a31d008	usuario042	2026-4-8 21:29:54	⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⣤⣷⢠⣶⣦⠀⠀ ⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⢿⢸⣿⣿⡟⠀⠀ ⠀⠀⠀⠀⢀⣀⣤⡤⠶⣶⣿⣻⣿⣿⡛⢿⡀⠀⠀ ⢠⣾⣿⣿⣿⣇⡄⠀⠀⠊⢿⠚⠿⠟⠁⢠⣧⠀⠀ ⢸⣿⣿⣿⣿⣷⠀⠀⠀⠀⠀⠀⠀⠀⠀⠠⣿⠀⠀ ⠈⢿⣿⣿⣿⡏⠀⠀⠀⠀⠀⠀⢠⣆⠋⠐⣿⠀⠀ ⠀⠀⠉⠻⠯⢤⣤⣆⠄⡀⢶⣾⣏⠋⢀⣸⡇⠀⠀ ⠀⠀⠀⠀⠀⠀⢀⡿⣶⣿⣾⣿⣷⣾⣿⠿⠹⡆⠀ ⠀⠀⠀⠀⠀⠀⡼⡇⠀⠈⠉⠉⠉⠁⠠⣖⠂⠸⡄ ⠀⠀⠀⠀⠀⡄⣟⢇⠀⠀⠀⠀⠀⠀⢀⡽⠺⢀⣿ ⠀⠀⠀⠀⠀⠀⠈⢿⠛⢷⣶⣶⢶⡶⠞⢷⣤⡾⠋ ⠀⠀⠀⠀⠀⠀⠀⠸⡇⠀⠉⢻⠚⠁⠀⠀⢸⣇⠀ ⠀⠀⠀⠀⠀⠀⠀⠀⣳⠐⠂⠈⡇⠀⠄⠀⢸⡏⠀ ⠀⠀⠀⠀⠀⠀⠀⠀⢹⠉⠉⠀⢹⠑⠒⠒⠚⢻⠀ ⠀⠀⠀⠀⠀⠀⢠⡖⠋⠛⢷⡶⢾⣶⣶⣦⣶⣟⠀ ⠀⠀⠀⠀⠀⠀⠀⠳⣤⣤⢼⡿⣇⠀⠀⡹⣿⠏⠀ ⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠈⣙⣋⣙⣁⠀⠀
69d6eace778438310a31d003	usuario021	2026-4-8 20:57:16	Opa
69d6eace778438310a31d003	usuario021	2026-4-8 20:57:21	Boa noite!
69d6eace778438310a31d003	usuario021	2026-4-8 20:57:39	Tão on?
69d6eace778438310a31d003	usuario047	2026-4-8 20:57:43	boa noite
69d6eace778438310a31d003	usuario047	2026-4-8 20:57:43	s
69d6eace778438310a31d003	Clair	2026-4-8 20:57:46	Olá a todos, meu nome é Clair. De vez em quando, vou fazer algumas perguntas para facilitar a discussão.
69d6eace778438310a31d003	usuario047	2026-4-8 20:58:18	td mundo no ngc do sistema digestivo?
69d6eace778438310a31d003	usuario021	2026-4-8 20:58:21	Sim
69d6eace778438310a31d003	usuario021	2026-4-8 20:59:29	Kd o usuariox
69d6eace778438310a31d003	usuario021	2026-4-8 20:59:31	kkkk
69d6eace778438310a31d003	usuario047	2026-4-8 20:59:39	kkkkkkkkk
69d6eace778438310a31d003	usuario021	2026-4-8 20:59:47	Levou ao pé da letra kkkk
69d6eace778438310a31d003	usuario047	2026-4-8 21:0:22	atualiza p vcs?
69d6eace778438310a31d003	usuario047	2026-4-8 21:0:24	oq eu fiz ai
69d6eace778438310a31d003	usuario047	2026-4-8 21:0:27	n sei se ta certr okkkkkkkkk
69d6eace778438310a31d003	usuario021	2026-4-8 21:0:31	Tu fez o que? Não vi
69d6eace778438310a31d003	usuario047	2026-4-8 21:0:38	acho q nao atualzia
69d6eace778438310a31d003	usuario047	2026-4-8 21:0:41	da f5 na pagina
69d6eace778438310a31d003	usuario047	2026-4-8 21:0:43	sistema digestivo
69d6eace778438310a31d003	usuario021	2026-4-8 21:1:34	Dá pra ver
69d6eace778438310a31d003	usuario047	2026-4-8 21:2:17	show, agr é mastigando comida?
69d6eace778438310a31d003	usuario021	2026-4-8 21:2:23	Bora ver
69d6eace778438310a31d003	usuario021	2026-4-8 21:2:37	Agora é texto kkkk
69d6eace778438310a31d003	usuario047	2026-4-8 21:6:7	dps habilita p eu escrever
69d6eace778438310a31d003	usuario021	2026-4-8 21:6:19	Quando eu paro de escrever, tu pode assumir
69d6eace778438310a31d003	usuario021	2026-4-8 21:6:36	Clica na tela para escrever
69d6eace778438310a31d003	usuario021	2026-4-8 21:7:47	Deu certo?
69d6eace778438310a31d003	usuario047	2026-4-8 21:8:38	sim
69d6eace778438310a31d003	usuario021	2026-4-8 21:8:50	show de bola, quando acabar, tu avisa
69d6eace778438310a31d003	usuario047	2026-4-8 21:9:42	acanei aq
69d6eace778438310a31d003	usuario047	2026-4-8 21:9:43	acabei aq
69d6eace778438310a31d003	usuario047	2026-4-8 21:9:46	n tem mt oq acrescentar
69d6eace778438310a31d003	usuario021	2026-4-8 21:9:47	Bora pro prxm
69d6eace778438310a31d003	usuario021	2026-4-8 21:9:50	SIm kkkk
69d6eace778438310a31d003	usuario021	2026-4-8 21:10:16	Tudo inglês, lascou kkkkkk
69d6eace778438310a31d003	usuario021	2026-4-8 21:14:5	Osh kkkkkk, e esse outro usuário do nada
69d6eace778438310a31d003	Clair	2026-4-8 21:14:8	Esta conversa é interessante. Algum de vocês seria capaz de fazer um breve resumo do que foi abordado até agora?
69d6eace778438310a31d003	usuario225	2026-4-8 21:14:20	entrei agora pouco
69d6eace778438310a31d003	usuario021	2026-4-8 21:14:27	Ata kkkk, n tinha aparecido aq
69d6eace778438310a31d003	usuario047	2026-4-8 21:14:31	desenrola ai paizao
69d6eace778438310a31d003	usuario021	2026-4-8 21:15:4	pronto, só ajeitara gr kakaka
69d6eace778438310a31d003	usuario021	2026-4-8 21:15:7	agr*
69d6eace778438310a31d003	usuario021	2026-4-8 21:16:29	Ae kkkk, foi
69d6eace778438310a31d003	usuario225	2026-4-8 21:16:31	boa
69d6eace778438310a31d003	usuario021	2026-4-8 21:16:35	Prxm
69d6eace778438310a31d003	usuario021	2026-4-8 21:18:19	Pra q diacho serve isso kkkk
69d6eace778438310a31d003	usuario225	2026-4-8 21:18:32	confianca na hipotese
69d6eace778438310a31d003	usuario021	2026-4-8 21:18:34	ata
69d6eace778438310a31d003	usuario021	2026-4-8 21:18:45	vou colocar a minha, mas já adiantando...
69d6eace778438310a31d003	usuario225	2026-4-8 21:20:32	mano pra que serve uma enzima
69d6eace778438310a31d003	usuario047	2026-4-8 21:21:23	quebrr proteina no me
69d6eace778438310a31d003	usuario047	2026-4-8 21:22:57	essas palavras ta uma merda
69d6eace778438310a31d003	usuario047	2026-4-8 21:22:57	kkkkk
69d6eace778438310a31d003	usuario225	2026-4-8 21:23:29	queria trocar esse X, ele pode ser mt alto ou mt baixo
69d6eace778438310a31d003	usuario047	2026-4-8 21:24:46	essa ultima ficou boa, nao?
69d6eace778438310a31d003	usuario021	2026-4-8 21:24:59	ficou sim
69d6eace778438310a31d003	usuario021	2026-4-8 21:25:13	Eu acho que o X não vai mudar
69d6eace778438310a31d003	usuario047	2026-4-8 21:25:47	vai nao
69d6eace778438310a31d003	usuario047	2026-4-8 21:25:49	mas ta bom assim
69d6eace778438310a31d003	usuario021	2026-4-8 21:25:56	sim, dá pra entender
69d6eace778438310a31d003	usuario047	2026-4-8 21:25:56	a priemira e a ultima
69d6eace778438310a31d003	usuario047	2026-4-8 21:26:6	da p tirar a do meio tbm, querem?
69d6eace778438310a31d003	usuario021	2026-4-8 21:26:21	Cês q sabem
69d6eace778438310a31d003	usuario047	2026-4-8 21:27:8	troquei amid opor proteina na primeira pq enzima quebra proteina
69d6eace778438310a31d003	usuario021	2026-4-8 21:27:10	Só quero terminar logo e ir, tem mengão na liberta agr kkkkk
69d6eace778438310a31d003	Clair	2026-4-8 21:27:11	Usuario047, você poderia elaborar mais sobre isso?
69d6eace778438310a31d003	usuario047	2026-4-8 21:27:14	por mim ta dboa
69d6eace778438310a31d003	usuario225	2026-4-8 21:27:22	kkkkkkk
69d6eace778438310a31d003	usuario021	2026-4-8 21:27:33	A Clair quer botar tu pra trabalhar 047 kkkk
69d6eace778438310a31d003	usuario047	2026-4-8 21:27:41	acho que a seleção das nossas respostas estão boas e fizemos 3 hipóteses
69d6eace778438310a31d003	usuario047	2026-4-8 21:27:45	ta o suficiente
69d6eace778438310a31d003	usuario047	2026-4-8 21:27:46	clair
69d6eace778438310a31d003	usuario021	2026-4-8 21:27:47	Sim, tá bom dms
69d6eace778438310a31d003	usuario047	2026-4-8 21:27:51	bora p prox?
69d6eace778438310a31d003	usuario021	2026-4-8 21:27:53	simbora
69d6eace778438310a31d003	usuario225	2026-4-8 21:28:28	prx?
69d6eace778438310a31d003	usuario021	2026-4-8 21:28:29	Ish, tem que experimentar a hipótese agr
69d6eace778438310a31d003	usuario021	2026-4-8 21:28:57	Ativei o tempo sem querer kkk
69d6eace778438310a31d009	usuario111	2026-4-8 20:55:10	salve
69d6eace778438310a31d009	usuario117	2026-4-8 20:56:57	salve
69d6eace778438310a31d009	usuario111	2026-4-8 20:57:41	é pra fazer o que aqui?
69d6eace778438310a31d009	Clair	2026-4-8 20:57:44	Olá a todos, meu nome é Clair. De vez em quando, vou fazer algumas perguntas para facilitar a discussão.
69d6eace778438310a31d009	usuario117	2026-4-8 20:57:59	sei nao kkk
69d6eace778438310a31d009	usuario117	2026-4-8 20:58:6	acho q é pra responder os topicos
69d6eace778438310a31d009	usuario111	2026-4-8 21:2:58	clair, fala alguma coisa
69d6eace778438310a31d009	usuario117	2026-4-8 21:3:17	aí é maluvida
